employee_id,age,gender,education,department,job_role,monthly_salary,years_at_company,years_in_current_role,performance_score,job_satisfaction,work_life_balance,overtime,distance_from_home_km,num_projects_last_year,training_hours_last_year,num_promotions,last_promotion_years_ago,stock_option_level,relationship_satisfaction,environment_satisfaction,attrition
EMP08741,33,Female,Bachelor,Engineering,Role_26,85478,2,2,3.9,3.2,3,No,12,3,34,0,2,0,3,3,No
EMP08742,46,Female,Bachelor,Sales,Role_27,88414,1,1,3.4,3.1,3,No,11,3,0,0,1,0,3,4,No
EMP08743,51,Male,Master,HR,Role_38,97774,7,2,2.2,2.6,3,Yes,5,9,29,1,0,1,4,3,No
EMP08744,37,Female,Bachelor,Engineering,Role_41,83483,7,2,3.8,3.6,4,No,3,4,30,1,0,0,2,2,Yes
EMP08745,41,Female,Master,Legal,Role_15,106982,1,0,3.8,2.9,2,No,1,8,55,0,1,1,4,3,No
EMP08746,28,Male,PhD,Engineering,Role_31,103001,1,1,3.4,3.6,4,No,20,5,56,0,0,3,3,4,No
EMP08747,45,Male,Bachelor,Marketing,Role_49,92980,1,1,3.8,3.3,2,No,5,6,29,0,1,2,3,4,No
EMP08748,51,Female,Bachelor,Legal,Role_26,89798,1,1,2.5,4.0,2,No,35,2,49,0,1,0,3,3,No
EMP08749,45,Female,Master,Operations,Role_44,86812,1,1,3.3,3.8,3,No,13,5,22,0,0,0,3,3,No
EMP08750,32,Female,Master,Sales,Role_25,79322,10,2,3.3,2.8,2,No,23,5,37,3,0,1,2,3,No
EMP08751,40,Male,High School,Engineering,Role_40,77537,2,2,2.9,4.2,3,No,11,3,36,0,0,3,2,3,No
EMP08752,50,Other,Bachelor,Operations,Role_3,69901,0,0,3.3,1.4,3,Yes,21,5,44,0,0,1,4,3,No
EMP08753,42,Male,Bachelor,R&D,Role_22,103592,2,2,4.1,4.0,2,Yes,2,7,82,0,1,0,4,3,No
EMP08754,25,Female,Bachelor,Finance,Role_43,65807,3,3,3.0,4.1,4,No,3,1,76,1,1,0,2,3,No
EMP08755,22,Male,Bachelor,Finance,Role_20,60476,0,0,3.6,1.9,3,No,3,2,29,0,0,0,4,4,No
EMP08756,45,Other,Bachelor,Engineering,Role_47,94292,6,4,4.0,3.9,3,Yes,29,5,39,0,2,1,3,3,No
EMP08757,43,Male,Bachelor,HR,Role_7,64733,0,0,3.5,4.7,2,No,7,3,58,0,0,0,2,1,No
EMP08758,40,Female,Master,Finance,Role_44,89530,11,1,3.9,2.5,3,No,14,2,61,0,6,0,1,2,No
EMP08759,49,Female,Master,Engineering,Role_3,115785,4,4,3.3,2.3,2,No,3,4,45,0,1,1,3,3,No
EMP08760,46,Male,Bachelor,R&D,Role_10,98254,13,5,3.4,4.3,2,No,1,7,16,2,1,0,3,1,No
EMP08761,42,Male,Bachelor,HR,Role_1,76544,2,2,3.4,4.3,2,No,3,3,45,0,0,1,2,3,No
EMP08762,28,Male,High School,R&D,Role_47,55992,5,5,3.2,1.6,2,Yes,3,1,0,0,0,0,3,3,Yes
EMP08763,31,Male,Bachelor,Engineering,Role_6,79990,2,0,2.9,2.3,3,No,18,3,10,0,0,1,4,3,No
EMP08764,39,Female,High School,HR,Role_42,54855,2,2,2.6,4.5,1,No,3,2,12,0,1,1,2,2,No
EMP08765,32,Male,High School,R&D,Role_21,77166,1,1,3.8,2.2,3,Yes,10,3,15,0,0,1,4,4,No
EMP08766,36,Female,PhD,Finance,Role_25,111987,1,1,3.3,5.0,3,No,10,4,51,0,0,0,3,1,No
EMP08767,37,Female,PhD,Legal,Role_18,103571,15,2,4.8,3.4,3,No,3,5,15,2,0,0,2,4,No
EMP08768,39,Female,PhD,Engineering,Role_19,139900,1,1,3.3,2.8,4,No,17,4,59,0,1,0,3,1,No
EMP08769,34,Male,Master,Engineering,Role_33,103109,0,0,3.2,1.2,3,No,4,7,21,0,0,2,2,3,No
EMP08770,35,Male,Bachelor,Finance,Role_5,77666,8,1,4.0,1.7,3,No,6,3,37,0,1,0,4,1,No
EMP08771,34,Male,Master,Legal,Role_22,85367,3,1,3.5,2.7,3,No,20,3,32,0,0,3,4,2,No
EMP08772,42,Female,Bachelor,Operations,Role_16,80497,3,0,2.7,4.1,3,No,15,4,30,0,1,3,3,2,No
EMP08773,43,Female,Master,Finance,Role_13,96632,5,5,4.3,4.6,3,No,55,6,76,1,2,3,1,4,No
EMP08774,44,Female,Bachelor,Marketing,Role_26,73317,1,1,3.7,2.9,2,Yes,4,4,63,0,1,2,3,3,No
EMP08775,44,Female,Bachelor,HR,Role_46,74623,8,1,3.7,3.5,2,No,4,6,60,1,6,0,4,3,No
EMP08776,49,Male,Bachelor,R&D,Role_25,92176,2,0,3.8,3.5,4,No,14,3,18,0,0,1,2,4,No
EMP08777,36,Female,High School,R&D,Role_24,71276,2,2,3.5,4.0,2,Yes,14,7,65,0,0,1,4,1,No
EMP08778,44,Male,Master,HR,Role_39,76884,5,5,3.8,2.9,4,No,1,6,16,1,1,1,3,4,No
EMP08779,33,Female,Master,HR,Role_1,66798,2,2,2.8,2.4,2,Yes,4,4,73,0,2,0,3,3,No
EMP08780,33,Female,Master,Operations,Role_12,90892,2,0,3.8,4.2,1,Yes,6,3,41,0,0,2,2,1,No
EMP08781,40,Female,Bachelor,Engineering,Role_19,85042,0,0,3.5,4.0,2,No,10,4,52,0,0,1,1,4,Yes
EMP08782,37,Female,Master,Marketing,Role_19,99326,2,1,3.9,1.0,3,No,3,5,34,0,1,0,4,3,Yes
EMP08783,44,Other,Master,R&D,Role_3,97405,3,3,3.9,2.9,3,No,12,5,63,1,0,1,4,4,No
EMP08784,58,Female,Bachelor,Finance,Role_18,118043,3,3,3.8,3.3,4,No,23,4,47,1,0,0,3,4,No
EMP08785,54,Male,Bachelor,HR,Role_37,87959,5,5,3.6,4.4,4,No,3,3,42,0,0,1,2,3,No
EMP08786,22,Other,Master,Marketing,Role_15,84494,0,0,2.9,3.6,4,Yes,12,6,39,0,0,1,1,2,No
EMP08787,53,Female,High School,Engineering,Role_22,83911,2,1,2.8,4.8,4,No,1,2,0,0,2,2,4,1,No
EMP08788,28,Male,High School,R&D,Role_24,72426,4,4,3.7,3.0,3,No,22,3,37,1,0,0,4,1,No
EMP08789,44,Female,Bachelor,R&D,Role_30,92985,5,0,3.3,4.3,3,Yes,1,6,38,1,2,0,1,2,Yes
EMP08790,49,Male,High School,R&D,Role_6,81640,4,3,3.0,5.0,4,No,8,4,38,1,0,0,3,2,No
EMP08791,53,Female,PhD,Legal,Role_13,141077,9,0,3.6,3.9,3,Yes,4,6,62,0,0,1,4,2,No
EMP08792,22,Male,Bachelor,Operations,Role_35,58957,0,0,3.1,2.5,3,No,11,6,30,0,0,2,2,2,No
EMP08793,57,Male,High School,Marketing,Role_16,85690,17,5,2.4,2.1,4,No,7,2,46,2,9,0,3,3,No
EMP08794,35,Female,High School,Finance,Role_36,74731,2,0,3.0,5.0,4,Yes,5,4,17,0,1,3,4,4,No
EMP08795,31,Male,Bachelor,Marketing,Role_31,67148,2,2,3.4,3.1,4,No,36,7,42,0,2,0,3,4,No
EMP08796,36,Female,Master,R&D,Role_11,104911,2,2,4.0,2.9,4,No,12,2,64,0,2,0,3,3,Yes
EMP08797,32,Female,PhD,Legal,Role_4,106093,2,0,3.4,3.1,3,No,9,5,32,0,1,1,4,3,No
EMP08798,46,Male,Master,Marketing,Role_47,97181,4,4,3.8,4.7,3,No,4,4,0,1,0,0,4,2,No
EMP08799,45,Male,Bachelor,Finance,Role_10,80944,4,4,4.3,4.4,2,Yes,3,5,53,0,0,2,2,3,No
EMP08800,29,Female,Bachelor,Legal,Role_44,76445,7,3,4.3,2.0,4,No,15,5,34,2,5,2,2,4,No
EMP08801,36,Female,Bachelor,R&D,Role_36,81668,7,1,2.9,3.3,3,No,3,5,44,1,0,2,2,2,No
EMP08802,40,Male,Master,Marketing,Role_13,78915,1,1,4.3,5.0,3,No,12,4,52,0,1,1,2,3,No
EMP08803,30,Male,Master,HR,Role_23,74577,6,2,3.6,3.0,3,No,17,6,20,0,1,0,3,3,No
EMP08804,29,Female,Bachelor,R&D,Role_5,68996,5,1,3.5,3.4,2,No,14,5,70,1,0,0,3,3,No
EMP08805,27,Male,Bachelor,HR,Role_27,66961,5,5,2.7,3.7,3,No,1,6,19,1,0,2,3,4,No
EMP08806,39,Male,Bachelor,Sales,Role_46,80632,0,0,2.7,3.8,2,Yes,23,5,34,0,0,0,2,3,No
EMP08807,37,Female,Bachelor,Operations,Role_22,62225,4,4,3.4,3.5,2,Yes,1,3,66,1,1,0,3,3,Yes
EMP08808,35,Female,High School,Marketing,Role_46,58398,1,0,3.0,1.8,4,No,1,4,11,0,0,2,3,2,Yes
EMP08809,46,Male,Bachelor,Marketing,Role_7,88636,3,3,2.3,4.1,3,No,20,4,34,1,3,0,2,3,No
EMP08810,46,Male,PhD,Engineering,Role_21,115797,7,1,3.9,4.5,3,No,4,5,34,0,4,3,1,4,No
EMP08811,64,Male,Master,Finance,Role_39,117964,13,0,4.3,2.8,3,Yes,20,2,36,1,4,0,4,2,No
EMP08812,37,Male,Bachelor,R&D,Role_36,101244,0,0,3.5,3.0,3,No,1,5,27,0,0,2,3,2,No
EMP08813,54,Male,Bachelor,Sales,Role_15,86897,0,0,3.6,3.7,3,Yes,1,2,59,0,0,3,4,4,No
EMP08814,34,Male,Master,R&D,Role_10,95612,5,2,2.6,3.5,3,Yes,13,1,32,1,0,2,4,3,No
EMP08815,38,Female,PhD,Engineering,Role_16,130212,3,3,3.5,1.7,3,No,6,6,14,1,1,1,2,2,No
EMP08816,36,Male,Bachelor,Marketing,Role_47,77470,3,0,3.5,3.1,3,No,5,8,0,0,0,0,4,3,No
EMP08817,22,Male,Master,HR,Role_5,65869,0,0,2.5,3.4,3,No,8,3,34,0,0,0,4,4,Yes
EMP08818,50,Male,Master,Engineering,Role_4,137371,21,5,3.9,4.0,4,No,9,7,62,0,1,0,4,3,No
EMP08819,33,Female,Master,Legal,Role_35,94888,11,0,3.8,3.5,3,No,13,7,18,3,0,3,3,2,No
EMP08820,33,Other,Master,Marketing,Role_43,95408,0,0,3.5,2.5,3,No,10,4,46,0,0,0,4,2,No
EMP08821,44,Female,Master,Finance,Role_19,110023,3,0,3.0,2.5,3,No,13,3,25,1,3,2,1,3,No
EMP08822,39,Male,PhD,R&D,Role_20,106274,17,0,4.0,2.4,1,Yes,1,7,60,1,0,1,3,3,No
EMP08823,22,Female,Master,R&D,Role_29,81137,0,0,3.8,1.0,2,No,11,4,54,0,0,1,3,2,Yes
EMP08824,41,Male,Bachelor,Marketing,Role_36,84869,1,0,3.6,3.2,4,No,19,3,21,0,0,0,2,4,No
EMP08825,22,Female,PhD,Sales,Role_7,89059,0,0,4.0,3.0,1,No,5,5,24,0,0,0,3,1,No
EMP08826,40,Male,PhD,R&D,Role_36,128744,4,0,4.5,3.0,3,No,9,5,43,1,1,0,1,3,No
EMP08827,56,Male,Bachelor,Sales,Role_33,88302,6,6,3.3,3.0,4,Yes,61,6,31,1,1,1,4,2,No
EMP08828,26,Male,Bachelor,Engineering,Role_31,77458,3,0,2.9,3.0,3,No,2,6,76,0,0,1,2,2,No
EMP08829,23,Male,Master,Operations,Role_43,67042,0,0,4.2,4.3,4,Yes,14,5,0,0,0,0,4,2,No
EMP08830,31,Male,Bachelor,Legal,Role_21,79250,9,0,3.2,3.5,2,No,13,3,30,2,4,0,1,1,No
EMP08831,49,Female,PhD,Sales,Role_10,119149,4,4,3.6,2.7,3,Yes,2,5,32,1,2,0,3,3,No
EMP08832,46,Female,Master,HR,Role_3,88486,4,4,3.7,4.3,1,No,2,3,27,1,2,2,3,3,No
EMP08833,22,Male,Bachelor,Sales,Role_49,59208,0,0,3.4,3.2,4,No,5,3,32,0,0,0,2,4,No
EMP08834,24,Male,Master,Legal,Role_34,87028,2,2,3.4,2.8,4,No,3,8,23,0,2,0,3,2,No
EMP08835,38,Female,Bachelor,Marketing,Role_18,84260,0,0,3.6,2.3,4,No,6,6,26,0,0,0,3,3,No
EMP08836,22,Female,Bachelor,HR,Role_43,52383,0,0,3.2,1.0,2,Yes,20,3,41,0,0,3,4,3,Yes
EMP08837,26,Male,High School,Legal,Role_21,50340,4,0,3.2,3.9,4,No,3,4,46,0,4,2,2,4,No
EMP08838,26,Male,High School,R&D,Role_14,63857,4,4,4.4,3.4,4,No,1,2,38,0,1,1,1,3,No
EMP08839,43,Male,PhD,Sales,Role_24,109914,11,3,3.5,3.6,3,No,5,1,67,0,0,2,2,3,No
EMP08840,33,Female,High School,R&D,Role_32,66769,0,0,3.2,4.5,2,No,24,6,28,0,0,0,2,3,Yes
EMP08841,38,Female,Bachelor,Sales,Role_43,77621,16,1,3.8,3.2,4,No,11,3,31,2,2,0,3,3,No
EMP08842,30,Male,Bachelor,Finance,Role_36,83055,2,2,3.1,2.5,4,No,13,3,19,0,0,1,1,3,Yes
EMP08843,49,Male,Master,Operations,Role_46,106043,2,2,4.6,3.9,3,No,27,5,46,0,2,0,3,3,No
EMP08844,43,Male,Bachelor,Engineering,Role_30,111379,4,4,4.4,2.2,3,No,9,6,11,1,0,0,3,1,No
EMP08845,25,Other,Bachelor,R&D,Role_11,81360,2,1,2.9,2.7,4,Yes,1,7,47,0,1,2,4,3,Yes
EMP08846,58,Male,Master,R&D,Role_19,116108,1,0,4.0,3.1,3,No,15,2,44,0,0,0,1,4,No
EMP08847,52,Male,Bachelor,Finance,Role_41,88180,4,2,3.3,3.7,3,No,6,6,61,1,1,1,2,3,No
EMP08848,29,Male,Bachelor,Marketing,Role_11,68646,6,0,2.5,1.6,2,No,15,3,55,1,1,2,4,3,No
EMP08849,22,Male,Bachelor,Engineering,Role_15,80656,0,0,3.9,1.3,4,Yes,5,5,47,0,0,0,3,2,Yes
EMP08850,49,Male,Bachelor,HR,Role_3,87940,1,1,2.9,1.8,3,Yes,22,2,57,0,1,1,3,3,No
EMP08851,36,Female,PhD,R&D,Role_17,134237,0,0,3.5,2.4,3,No,11,6,47,0,0,1,4,4,No
EMP08852,34,Female,Bachelor,R&D,Role_46,79330,2,2,3.1,2.8,3,No,1,5,32,0,0,0,3,2,No
EMP08853,45,Male,Bachelor,Marketing,Role_15,69202,0,0,3.7,1.3,1,No,7,5,17,0,0,0,3,4,Yes
EMP08854,43,Male,Master,Finance,Role_12,113969,9,3,4.3,3.3,3,No,16,5,20,1,2,1,4,2,No
EMP08855,50,Male,Bachelor,Engineering,Role_46,92158,1,0,4.5,2.7,2,No,2,7,72,0,0,2,3,3,No
EMP08856,26,Female,High School,Engineering,Role_1,71110,4,2,3.4,3.3,3,Yes,14,10,69,1,0,1,3,2,No
EMP08857,46,Female,Bachelor,Marketing,Role_33,85782,5,4,2.7,2.1,3,No,8,2,33,1,2,0,3,3,No
EMP08858,33,Female,Master,Sales,Role_11,91220,0,0,3.8,1.9,3,Yes,6,4,24,0,0,3,3,4,Yes
EMP08859,24,Female,Bachelor,Legal,Role_29,61005,2,2,3.2,3.5,3,No,5,3,25,0,0,1,4,4,No
EMP08860,33,Male,Master,HR,Role_5,67611,2,2,4.6,3.5,3,Yes,11,3,39,0,2,0,3,2,No
EMP08861,43,Female,Master,Marketing,Role_5,103576,9,1,4.4,3.0,3,Yes,1,4,8,0,0,3,3,3,No
EMP08862,54,Male,PhD,Finance,Role_41,126874,5,5,3.3,4.4,3,No,7,1,51,0,1,2,4,1,No
EMP08863,27,Female,High School,Operations,Role_12,49668,4,3,3.0,2.2,3,No,33,10,39,1,1,0,2,4,No
EMP08864,34,Female,PhD,Legal,Role_47,97261,1,0,3.4,2.5,3,No,3,3,46,0,1,0,3,3,Yes
EMP08865,35,Female,Bachelor,Engineering,Role_44,92120,11,2,4.1,2.5,4,No,26,3,81,0,2,1,2,4,No
EMP08866,32,Male,Bachelor,R&D,Role_10,82006,10,3,3.7,3.0,4,Yes,9,3,58,2,1,1,1,3,No
EMP08867,47,Male,Bachelor,Sales,Role_28,80152,0,0,3.1,3.5,3,No,1,6,52,0,0,1,1,3,No
EMP08868,51,Male,Bachelor,Finance,Role_39,84147,6,0,3.2,2.3,2,No,15,4,86,1,3,0,1,3,Yes
EMP08869,23,Female,Bachelor,Legal,Role_38,65914,1,1,3.7,3.3,4,No,1,3,31,0,0,0,3,3,No
EMP08870,65,Female,Bachelor,Marketing,Role_18,106165,1,1,4.1,3.4,3,No,2,7,48,0,1,1,3,3,No
EMP08871,39,Male,Master,Marketing,Role_13,93125,2,2,2.2,5.0,4,No,5,2,0,0,1,2,1,3,No
EMP08872,43,Female,Bachelor,R&D,Role_43,101488,1,1,2.8,1.1,3,No,2,6,53,0,0,1,1,1,No
EMP08873,30,Male,Bachelor,Marketing,Role_16,71245,0,0,1.8,4.5,4,No,4,3,29,0,0,0,3,2,No
EMP08874,33,Female,High School,HR,Role_24,60648,0,0,3.3,2.6,4,No,9,1,74,0,0,0,4,3,No
EMP08875,23,Female,High School,HR,Role_19,44647,0,0,3.1,2.7,3,No,22,2,70,0,0,0,2,4,No
EMP08876,36,Male,Bachelor,HR,Role_13,64326,0,0,3.2,1.2,3,No,16,5,24,0,0,0,3,2,No
EMP08877,34,Male,Master,Sales,Role_13,96976,3,1,2.6,4.4,3,No,2,6,29,0,3,1,3,3,No
EMP08878,41,Female,High School,Marketing,Role_11,69269,1,1,3.1,3.5,4,No,9,2,19,0,1,2,3,1,No
EMP08879,47,Female,Master,Finance,Role_44,116644,10,4,4.1,3.1,3,Yes,3,8,34,0,1,2,4,4,No
EMP08880,52,Female,Master,Sales,Role_14,117974,15,0,3.6,2.2,1,No,7,1,3,1,0,1,3,1,No
EMP08881,34,Male,Bachelor,R&D,Role_2,94498,10,2,3.9,2.8,3,Yes,18,8,46,0,1,3,1,2,No
EMP08882,31,Other,Master,Legal,Role_15,92156,0,0,3.4,3.6,2,Yes,4,2,75,0,0,0,2,3,No
EMP08883,54,Male,Bachelor,Finance,Role_3,113108,1,1,2.6,3.8,3,No,1,3,63,0,1,1,3,4,No
EMP08884,38,Male,Bachelor,HR,Role_25,68189,16,1,4.1,2.1,4,Yes,14,8,11,2,4,0,4,1,No
EMP08885,26,Female,Bachelor,Marketing,Role_26,64691,1,0,3.4,3.5,3,Yes,19,5,53,0,1,0,3,4,No
EMP08886,22,Male,Bachelor,Finance,Role_31,78078,0,0,3.0,2.6,1,No,5,5,69,0,0,1,2,4,Yes
EMP08887,42,Male,Master,R&D,Role_6,103476,3,3,3.0,4.5,2,No,24,3,43,0,3,1,3,3,No
EMP08888,44,Male,Bachelor,HR,Role_34,62995,0,0,3.2,2.8,3,Yes,2,4,39,0,0,1,3,3,No
EMP08889,24,Male,Master,Engineering,Role_20,96323,2,1,4.1,3.0,3,No,3,3,36,0,2,1,1,3,No
EMP08890,36,Male,Master,R&D,Role_9,117950,3,1,3.2,3.1,4,No,1,3,61,1,0,0,2,4,No
EMP08891,35,Female,Master,HR,Role_30,84339,5,5,2.2,4.4,1,No,27,2,41,0,0,2,3,4,No
EMP08892,48,Female,PhD,Engineering,Role_16,117631,2,2,3.4,3.3,3,Yes,4,3,46,0,2,0,3,3,No
EMP08893,32,Male,Bachelor,HR,Role_11,67809,10,0,3.7,4.6,3,No,12,2,55,0,1,1,2,3,No
EMP08894,54,Female,Bachelor,Marketing,Role_44,91789,5,0,3.5,1.2,4,No,41,3,37,1,4,0,4,1,No
EMP08895,30,Male,Bachelor,Operations,Role_38,62892,5,0,2.9,3.7,3,No,11,3,33,0,1,1,4,3,No
EMP08896,32,Other,Bachelor,Finance,Role_15,71569,3,1,2.8,2.8,3,No,4,4,44,1,2,0,3,4,No
EMP08897,49,Male,High School,Sales,Role_41,75531,0,0,3.3,3.1,3,No,10,1,31,0,0,2,3,3,No
EMP08898,33,Male,Master,R&D,Role_20,112674,1,1,3.1,1.8,3,Yes,9,6,45,0,1,1,3,4,Yes
EMP08899,25,Male,Bachelor,Finance,Role_16,82251,1,1,3.1,2.6,3,Yes,5,2,29,0,1,0,1,4,Yes
EMP08900,40,Male,Bachelor,Legal,Role_40,72635,0,0,4.3,3.8,3,No,6,4,24,0,0,3,3,3,No
EMP08901,35,Female,High School,Finance,Role_47,62110,13,8,3.2,3.2,3,No,43,1,36,4,1,0,2,3,No
EMP08902,36,Male,Master,Legal,Role_40,103594,3,0,3.9,3.1,3,No,5,4,5,1,0,3,3,4,No
EMP08903,38,Other,Bachelor,Legal,Role_28,82074,3,3,3.4,3.5,3,Yes,3,1,66,1,2,1,3,2,No
EMP08904,51,Female,Bachelor,Operations,Role_42,82535,13,2,3.4,3.4,2,No,5,5,44,0,0,2,4,2,No
EMP08905,22,Female,Bachelor,Sales,Role_1,68859,0,0,2.8,5.0,2,No,3,7,25,0,0,3,3,3,No
EMP08906,23,Male,Bachelor,Finance,Role_39,74556,1,1,3.9,3.2,4,No,34,4,64,0,0,1,2,3,No
EMP08907,49,Female,High School,Sales,Role_14,79227,9,9,2.0,2.3,3,No,28,5,8,1,2,0,3,3,Yes
EMP08908,32,Female,Bachelor,Legal,Role_39,66386,0,0,2.8,3.9,3,Yes,3,5,47,0,0,1,3,3,No
EMP08909,41,Male,Master,HR,Role_4,75744,2,1,4.2,1.0,2,No,32,3,52,0,0,2,2,4,No
EMP08910,55,Male,Bachelor,Marketing,Role_45,91410,5,2,3.3,3.3,3,Yes,60,4,22,0,0,0,3,4,No
EMP08911,23,Male,Bachelor,HR,Role_7,52984,0,0,3.7,2.9,3,No,6,2,31,0,0,0,4,4,No
EMP08912,38,Female,Master,Engineering,Role_49,118176,1,0,4.7,2.1,3,No,13,6,47,0,0,0,3,3,No
EMP08913,29,Male,Master,Legal,Role_27,85195,0,0,3.2,2.1,3,No,10,7,48,0,0,2,3,3,No
EMP08914,61,Male,Bachelor,Finance,Role_11,121652,6,0,4.6,4.4,4,No,9,3,40,1,0,2,3,2,No
EMP08915,34,Other,Master,Marketing,Role_41,83635,3,0,3.8,2.8,3,No,6,5,30,1,0,1,1,4,No
EMP08916,45,Male,Bachelor,Engineering,Role_5,103332,2,2,3.2,3.7,1,Yes,14,6,9,0,0,1,2,3,Yes
EMP08917,36,Male,Master,Finance,Role_7,105548,14,0,4.2,2.5,3,Yes,2,3,31,0,3,2,2,3,Yes
EMP08918,30,Female,Bachelor,Legal,Role_4,82594,2,2,2.7,3.6,2,No,10,4,76,0,1,1,2,3,No
EMP08919,34,Female,Bachelor,Engineering,Role_5,81948,5,2,3.5,1.7,2,No,4,1,48,1,2,0,2,2,No
EMP08920,41,Female,High School,Marketing,Role_25,73589,2,2,2.6,3.7,4,No,27,4,38,0,2,0,2,4,No
EMP08921,24,Male,Master,Marketing,Role_41,87358,2,0,3.8,4.5,3,No,4,5,75,0,1,0,3,2,No
EMP08922,56,Other,Bachelor,HR,Role_47,86519,0,0,3.4,2.8,4,Yes,18,3,51,0,0,0,1,3,Yes
EMP08923,43,Male,Bachelor,Legal,Role_47,87748,5,5,3.1,5.0,3,Yes,1,3,40,1,1,1,4,4,No
EMP08924,27,Female,PhD,Engineering,Role_48,125440,5,0,4.0,3.6,4,Yes,2,6,36,1,0,0,4,1,No
EMP08925,56,Male,PhD,Sales,Role_23,111668,1,1,3.5,3.1,3,No,5,4,48,0,0,2,3,2,No
EMP08926,36,Female,PhD,HR,Role_19,82898,0,0,4.7,3.5,3,No,3,3,54,0,0,1,2,3,No
EMP08927,40,Male,Master,Finance,Role_48,91687,0,0,4.3,2.9,1,No,16,3,49,0,0,0,4,3,No
EMP08928,42,Male,Bachelor,HR,Role_34,61257,1,1,2.6,2.8,1,No,6,4,28,0,1,0,2,2,No
EMP08929,33,Male,Bachelor,Sales,Role_32,65819,8,2,4.3,2.7,2,No,26,3,55,2,0,0,2,3,No
EMP08930,38,Female,High School,HR,Role_12,48930,2,2,3.1,1.0,2,No,25,4,81,0,0,1,3,4,No
EMP08931,35,Female,Master,R&D,Role_23,95040,0,0,3.5,5.0,2,No,10,2,45,0,0,2,3,3,Yes
EMP08932,43,Male,Master,Sales,Role_23,89921,13,1,3.1,3.0,3,No,1,1,39,0,1,0,4,4,No
EMP08933,32,Other,Bachelor,HR,Role_4,67284,1,1,3.4,4.3,3,No,4,4,49,0,0,2,4,4,Yes
EMP08934,52,Male,Bachelor,Marketing,Role_36,74332,3,0,2.9,4.6,3,No,2,3,17,0,3,2,4,4,No
EMP08935,22,Male,Bachelor,Marketing,Role_32,57517,0,0,3.6,2.4,1,Yes,25,2,50,0,0,1,3,3,No
EMP08936,41,Male,PhD,HR,Role_22,91280,0,0,4.0,4.1,1,No,7,5,42,0,0,0,3,3,No
EMP08937,40,Female,Bachelor,Legal,Role_43,90471,8,1,3.7,4.2,3,Yes,5,5,34,0,3,2,3,3,No
EMP08938,24,Female,PhD,HR,Role_2,84279,2,2,3.7,2.9,3,No,14,4,39,0,0,2,4,2,No
EMP08939,49,Female,High School,Operations,Role_47,76800,0,0,3.0,4.8,3,Yes,5,1,9,0,0,0,2,4,No
EMP08940,46,Male,PhD,HR,Role_21,91151,2,1,3.7,4.9,2,No,12,5,48,0,2,1,3,3,No
EMP08941,22,Female,High School,HR,Role_24,41018,0,0,3.7,2.1,2,Yes,2,5,41,0,0,1,1,4,Yes
EMP08942,52,Female,High School,R&D,Role_11,78604,1,1,3.4,3.3,4,No,21,5,36,0,1,1,3,4,No
EMP08943,65,Male,Master,Marketing,Role_12,118602,0,0,3.4,1.4,4,Yes,15,4,45,0,0,3,3,2,No
EMP08944,39,Male,Bachelor,Operations,Role_14,78294,17,5,3.4,5.0,2,No,3,2,33,2,1,1,2,3,No
EMP08945,37,Male,Master,Finance,Role_19,90254,14,4,4.2,4.1,4,No,21,6,11,1,2,1,3,3,No
EMP08946,47,Male,Bachelor,Legal,Role_22,80161,2,1,4.5,2.5,3,No,22,4,22,0,1,0,4,3,No
EMP08947,56,Female,Master,Finance,Role_37,115676,2,2,3.9,3.0,3,Yes,12,2,45,0,2,2,1,2,No
EMP08948,43,Female,Bachelor,R&D,Role_6,103310,2,2,3.8,3.1,4,No,27,1,34,0,0,3,1,3,No
EMP08949,41,Female,Bachelor,Engineering,Role_30,99377,2,0,3.5,3.4,4,Yes,12,10,67,0,2,0,4,3,No
EMP08950,33,Male,Bachelor,R&D,Role_36,85346,2,2,3.0,3.6,3,No,14,5,56,0,2,0,3,1,No
EMP08951,22,Female,PhD,Engineering,Role_45,122859,0,0,4.7,5.0,4,Yes,1,4,44,0,0,0,1,2,No
EMP08952,33,Female,Bachelor,Engineering,Role_42,91847,1,1,3.0,3.3,3,Yes,11,4,76,0,1,1,3,1,No
EMP08953,26,Male,Bachelor,Operations,Role_22,65925,3,0,3.5,4.0,4,No,10,2,15,1,1,0,3,3,No
EMP08954,33,Male,Master,Operations,Role_24,85114,0,0,3.5,2.5,4,Yes,2,2,62,0,0,0,3,3,No
EMP08955,41,Male,High School,Operations,Role_39,61600,5,1,3.5,3.4,4,Yes,7,2,29,1,0,1,2,4,No
EMP08956,45,Female,Bachelor,Sales,Role_37,95696,4,4,2.4,3.2,4,No,16,5,45,1,0,1,2,4,No
EMP08957,42,Male,Bachelor,R&D,Role_3,82708,4,2,4.1,2.6,2,Yes,1,5,39,0,0,3,2,3,Yes
EMP08958,22,Female,Master,R&D,Role_14,94430,0,0,3.6,1.8,3,No,3,7,37,0,0,2,2,4,No
EMP08959,58,Male,Master,R&D,Role_25,141513,1,0,2.9,2.7,3,No,5,7,46,0,1,0,4,4,Yes
EMP08960,36,Female,Master,HR,Role_28,78173,14,5,3.2,5.0,3,Yes,13,5,12,0,3,1,4,2,No
EMP08961,53,Male,Bachelor,Operations,Role_16,80567,5,0,3.6,2.9,4,No,6,2,45,0,5,1,2,1,No
